message,attributes,tags,timestamp
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712378539Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712382889Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712386389Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712390089Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712393889Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712398399Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712401959Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/decorators/csrf.py"", line 65, in _view_wrapper","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712405329Z
"    return view_func(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712408649Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712412069Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/generic/base.py"", line 104, in view","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712416219Z
"    return self.dispatch(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712419649Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712422989Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 515, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712426279Z
    response = self.handle_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712429349Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712432439Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 475, in handle_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712435999Z
    self.raise_uncaught_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712439499Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 486, in raise_uncaught_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712458458Z
    raise exc,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712465218Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 512, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712468968Z
"    response = handler(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712473958Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712476488Z
"  File ""/app/crm_app/views.py"", line 153, in post","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712480958Z
    from crm_app.whatsapp_webhook_handler import processar_webhook_whatsapp,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712483708Z
"  File ""/app/crm_app/whatsapp_webhook_handler.py"", line 483","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712487588Z
    try:,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712490808Z
IndentationError: unexpected indent,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.712495138Z
"ERROR 2026-01-30 08:02:12,950 log Internal Server Error: /api/crm/webhook-whatsapp/","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952750867Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952766627Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952772107Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952776087Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952779917Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952784447Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952789107Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952794547Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/decorators/csrf.py"", line 65, in _view_wrapper","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952798487Z
"    return view_func(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952802537Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952805907Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/generic/base.py"", line 104, in view","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952809307Z
"    return self.dispatch(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952812427Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952815797Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 515, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952819487Z
    response = self.handle_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952823307Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952827256Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 475, in handle_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952831106Z
    self.raise_uncaught_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952835546Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 486, in raise_uncaught_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952838646Z
    raise exc,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952842666Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 512, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952872216Z
"    response = handler(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952876106Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952881516Z
"  File ""/app/crm_app/views.py"", line 153, in post","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952886376Z
    from crm_app.whatsapp_webhook_handler import processar_webhook_whatsapp,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952890056Z
"  File ""/app/crm_app/whatsapp_webhook_handler.py"", line 483","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952893536Z
    try:,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952898186Z
IndentationError: unexpected indent,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:12.952902486Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011608867Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 475, in handle_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011615777Z
    self.raise_uncaught_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.011619517Z
